nGram,size,mormonFreq,nonMormonFreq
were going,2,3,1
before them that they might,5,1,1
cast about,2,2,1
the blood of the,4,19,4
them not and,3,1,1
pour,1,16,3
which was,2,225,13
a righteous man,3,3,1
put it into,3,8,1
were coming,2,5,1
follow after,2,4,3
land of the,3,10,1
to his vomit,3,1,1
for the space of seven,5,1,1
nine,1,11,3
who slew,2,4,1
of egypt,2,13,1
forefathers and,2,2,1
about the space,3,2,9
were upon the,3,12,6
fierceness,1,2,4
and fro upon the,4,2,1
arrayed,1,1,2
the work,2,37,4
a great feast,3,1,1
thereof towards the,3,1,1
greater number of,3,3,1
two of,2,4,9
the loss,2,22,19
the coming of,3,44,2
notwithstanding all these,3,1,1
and he caused them,4,1,1
nothing,1,63,3
looked,1,29,7
was great and,3,1,1
daughters from the,3,1,1
wrongs,1,6,1
voice of,2,81,11
to drive the,3,1,2
of and there,3,8,1
the forest,2,6,8
silver,1,52,25
he prepared,2,1,2
upon the children of men,5,4,2
home to the,3,2,3
to pass in the second,5,1,2
the lord will not,4,6,1
it being,2,10,1
seven of,2,2,4
reigned in,2,10,1
number,1,90,44
for about the space of,5,1,5
were in,2,111,13
people who were,3,45,1
it were one,3,4,1
the work of death,4,5,1
and the name,3,1,15
together in the,3,3,2
and all the people were,5,1,1
the hands,2,83,13
the lord were,3,3,1
his mouth,2,15,7
unto the counsel of,4,1,1
yea or,2,1,1
gold in,2,1,1
them to yield,3,1,1
powerful,1,12,3
them saying,2,22,3
our whole,2,2,1
a good man,3,1,1
but the people of,4,2,4
the south and from the,5,1,1
and feared,2,2,1
fathers,1,182,10
departed from the,3,2,10
the other on the,4,2,1
were four,2,1,1
do this thing,3,4,1
and as they,3,6,4
the land of,3,437,54
them and slew,3,1,3
lord fell upon them,4,1,1
those whose,2,3,1
that he who,3,1,2
that peace,2,3,1
filled,1,77,3
dwelt in,2,21,1
the least,2,4,1
hanged him,2,1,1
the thirty and first,4,4,1
one half of our,4,1,1
oliver,1,1,2
had taken,2,37,7
consume the,2,2,1
among all,2,63,1
on the tenth day of,5,1,5
city,1,312,53
red sea,2,13,1
many thousands of them,4,1,1
unto them and they,4,8,1
as he was,3,15,2
even a great,3,1,1
extolled,1,1,2
husbands and their,3,2,1
house of,2,161,2
dreadful on,2,1,1
unto death,2,16,4
and all manner,3,38,1
the king began,3,2,1
of a man,3,9,2
not carry,2,2,2
by the means of,4,3,1
taken care of,3,1,1
was prepared,2,13,2
and wist not what,4,2,1
not into,2,2,2
not be slain for,4,1,1
light in the,3,1,1
to walk in the,4,1,1
the women and,3,2,6
they might not be,4,8,1
mouth and,2,12,3
prevail against,2,3,2
even against,2,1,4
the great,2,88,99
a nest,2,1,1
the hungry,2,5,1
wist not what to,4,1,3
to the army of,4,7,3
met a,2,1,1
today,1,10,1
beheld not,2,1,1
saying,1,233,34
coming upon,2,3,1
deeds,1,6,18
before the wind,3,7,1
now for this,3,3,1
all the inhabitants of,4,3,1
good and evil,3,4,1
and pitched,2,1,2
a second,2,7,5
that he was,3,31,1
them to preach,3,1,1
cast out,2,47,1
great man,2,2,1
stranger,1,3,2
the waters of,3,39,38
their voices to the,4,1,1
their mouths,2,6,4
them and took,3,1,1
in a state,3,14,2
souls and,2,12,1
were in and,3,2,1
when they found,3,1,2
blessed them,2,5,2
they were upon,3,1,1
end of the,3,24,3
voice for,2,1,1
rest and,2,2,2
brass and,2,14,3
goodness,1,31,4
for such,2,7,1
gentle,1,1,1
the saw that the,4,2,1
words in,2,2,1
fell upon his,3,1,1
barges,1,5,2
tribunal of,2,1,1
who were called the,4,6,1
ruler and,2,7,1
the thirty and ninth year,5,2,1
of took,2,4,1
which caused the,3,1,1
grey hairs,2,1,1
which they,2,135,24
of thousands,2,8,1
the people who,3,51,2
to the other,3,3,1
the weapons,2,8,6
made their,2,1,1
will do this,3,1,1
and fourth,2,15,1
exalted,1,7,1
but they were not,4,2,1
it but,2,2,1
great slaughter and,3,1,3
his wings and,3,2,1
the philistines,2,3,2
interpreted a,2,1,1
we lay a,3,1,1
the learning,2,4,1
caused him to,3,1,1
flattering,1,10,1
right nor to,3,3,1
dwellings,1,1,3
great number,2,6,1
the waters and the,4,1,1
sue for,2,1,1
a plan,2,6,1
forth from,2,25,5
parties,1,1,2
and overshadowed,2,1,1
if a,2,17,1
profit thereby,2,1,1
founder of,2,6,1
were fighting,2,1,1
fallen into,2,14,1
if i,2,22,1
them up into,3,1,1
he appeared,2,1,1
of the river and,4,6,1
were convinced,2,5,1
were found in,3,1,1
and we can,3,3,1
of the east,3,2,6
benefit of man,3,1,1
and an hundred and,4,1,1
those,1,478,49
spoken of by,3,9,1
suddenly,1,3,2
of curious workmanship and,4,1,1
used for,2,1,1
lost their,2,2,2
and he turned,3,1,1
they were,2,631,91
who were the,3,13,2
watched,1,2,1
astonishment and,2,1,1
leaving,1,7,6
he did,2,234,1
one of them,3,6,1
as a young,3,2,1
for their prey,3,1,1
are we not,3,3,1
to approach,2,1,1
the counsel,2,2,1
while they were,3,10,2
year of the,3,102,22
the names of those,4,3,2
the song of,3,1,1
unto him for,3,5,1
brought into,2,16,3
man having,2,1,1
given unto him,3,8,5
most part,2,1,1
preachers and,2,1,1
my soul for,3,2,1
time shall come,3,7,1
voice of the,3,61,2
on the south,3,15,1
unto him go,3,1,1
a few,2,38,5
king to the,3,1,1
of the lives of,4,2,1
fowls,1,3,1
pitched their tents,3,9,5
guard,1,17,1
people were gathered,3,1,1
compel,1,4,2
him out of,3,3,1
towards them,2,9,1
victory over,2,5,1
whom the king,3,1,2
captains and the,3,1,1
the return of,3,1,1
we may be,3,3,1
now the of,3,1,1
were few,2,2,2
lifted,1,63,4
inasmuch as,2,31,30
he made,2,11,4
tribes,1,20,4
he was yet,3,1,1
to command,2,5,1
joined by,2,1,1
and ten years,3,2,1
who came from the,4,1,3
through the wilderness,3,4,1
things were,2,16,2
hosts of the,3,1,1
was made,2,6,7
pass that while,3,9,1
that one of the,4,1,9
king and the,3,3,2
him for he knew,4,1,1
freedom,1,29,8
same that,2,2,1
swords of the,3,2,1
into the land,3,63,1
adam,1,26,1
the waters of the great,5,3,11
moved the,2,2,1
and gave unto him,4,1,1
all things,2,142,2
daughter,1,14,1
the river with,3,1,1
he repented not,3,1,1
the righteousness of,3,5,1
shall be blotted,3,2,1
in a,2,104,13
eaten,1,9,2
deep and,2,1,4
on the north,3,11,1
your women and your children,5,1,1
to the faith of,4,1,2
hosts shall be,3,1,1
kindled,1,5,1
the of his,3,1,2
was the joy of,4,1,1
it can,2,1,1
the thirteenth,2,3,2
one and,2,9,3
in good,2,3,3
done that,2,7,1
in the name of,4,38,3
depart in,2,1,1
a fool,2,1,1
the people of the land,5,3,2
bones,1,9,3
countenances,1,2,2
in the morning,3,8,9
king was slain,3,2,1
poured,1,15,4
had eaten and,3,3,2
joy,1,137,13
lest the same,3,1,1
to place,2,7,1
year on the,3,1,2
with his whole,3,1,4
midst of,2,34,4
people were gathered together,4,1,1
for it came to pass,5,4,3
and children who were,4,1,1
founder,1,8,1
that will,2,18,1
it also and,3,1,1
words,1,664,17
the north,2,24,30
then were,2,1,1
an hundred,2,7,38
days and the,3,1,1
for food,2,2,1
and fall,2,3,1
drive,1,21,6
stained,1,3,1
they departed,2,8,6
these are,2,51,1
taken from,2,21,5
did he,2,19,6
and we are,3,5,3
a piece,2,1,1
early in the,3,1,8
offer,1,12,1
pass that one of the,5,1,1
is a,2,95,11
of the servants,3,5,15
conquerors,1,1,5
the fifteenth,2,5,3
shall be written,3,11,1
is gone,2,2,1
a for,2,2,1
shall see,2,34,1
faith and,2,45,1
his body,2,4,3
place of,2,31,4
it a,2,8,4
only the,2,2,1
or whether,2,7,1
was granted,2,2,1
the war,2,11,22
the was,2,8,5
did it,2,3,1
smoke and the,3,1,1
they left,2,5,2
the way,2,70,2
shall be given,3,13,1
but the people,3,4,5
fourth day of,3,2,6
them were,2,6,3
boasting and,2,1,1
an army to,3,1,1
are not the,3,8,2
sixth,1,25,10
for an,2,5,4
in a valley,3,2,1
for as,2,15,2
to their souls,3,1,1
were other,2,1,1
faithful to,2,3,1
the ground,2,33,1
from before the,3,2,3
who had been,3,49,3
east and,2,6,3
thirty and sixth year,4,3,1
false,1,17,6
entered,1,35,3
a hair of their,4,1,1
had fallen to,3,10,1
of the night,3,1,8
there were a thousand,4,1,1
garments are,2,6,1
cross the,2,6,2
thou art,2,56,1
yet we,2,3,1
dust and,2,6,3
country and they,3,1,1
i am,2,172,2
a branch of the,4,2,1
is good,2,29,1
parts,1,44,5
unto you therefore,3,2,1
astonished that,2,2,1
of war were,3,1,6
the mattock,2,1,1
a decree,2,1,3
he is compelled,3,1,1
the fish of the,4,1,2
refused to,2,5,4
the sound,2,3,15
the light of,3,16,2
earth round about,3,3,1
the enemies of the king,5,1,1
thee let,2,1,1
had pitched,2,1,1
came to pass the,4,1,3
themselves upon the,3,3,1
with one,2,11,6
the day that,3,26,2
the righteous,2,54,1
were prepared,2,15,4
was called being,3,1,1
myself am,2,2,1
their armies into the,4,1,1
mouths,1,10,10
the proclamation,2,3,2
in their might,3,4,2
drink,1,31,3
for if,2,29,1
he opened,2,5,1
the interpretation,2,7,2
which from the,3,1,2
made and,2,2,2
for in,2,11,3
man his,2,3,1
and the chief,3,6,13
the who,2,46,1
crept into the,3,2,1
vain,1,57,3
now this was,3,23,3
backs,1,6,3
with your,2,11,1
place in the,3,4,1
report,1,1,1
they wept,2,1,1
brought,1,257,16
for he,2,166,21
distance,1,3,1
heart of,2,12,6
wickedness of the,3,17,3
he came to,3,6,2
across the,2,6,3
the fiery furnace,3,1,3
into our,2,6,2
hundred and ninety,3,1,1
did so,2,4,1
than the men,3,1,3
a great multitude,3,2,3
candle,1,1,1
again and,2,39,3
inhabitants of the earth,4,6,1
place for,2,8,4
had committed,2,3,2
cried out,2,4,1
of the hearts of,4,4,1
i go,2,15,1
works,1,131,2
it was about,3,1,8
be brought,2,63,1
alive,1,12,1
which were to,3,1,1
they went,2,42,10
words of,2,190,4
by a man whose name,5,5,1
that after the,3,14,1
world,1,171,11
beauty thereof was,3,1,1
for it,2,87,15
said unto,2,368,13
the affairs,2,16,1
laid their,2,2,1
the which,2,42,3
they were like unto,4,1,1
now when and his,4,4,1
sixty,1,31,1
place in,2,15,3
the south,2,24,38
their weapons of war were,5,1,2
preserve,1,55,1
towards the west,3,2,1
and there were,3,47,7
days and,2,30,5
gave the,2,2,2
sons of men so,4,1,1
for it is,3,32,2
and learned,2,1,1
sea which,2,3,2
the nation and,3,1,1
i in,2,1,1
men are they,3,1,1
the hosts of,3,3,2
war against the people of,5,4,1
first began to,3,1,1
they began to,3,86,6
place he,2,2,2
of their pride,3,1,1
even those,2,3,8
which thou,2,33,1
his captains and,3,1,1
other on the other,4,2,1
weep and wail,3,1,1
all the nations,3,16,3
them and the light,4,1,1
hath given unto,3,8,1
for he had,3,16,8
with the people,3,6,1
of the land which,4,10,1
with our,2,27,1
out of the earth,4,3,1
in years,2,2,5
gladness,1,6,2
remaining,1,3,1
their villages and,3,1,1
from the land,3,22,4
earth,1,397,36
slew many of them,4,2,2
overthrow,1,16,1
am well,2,1,1
of the people who,4,13,1
that your,2,15,1
whom they had,3,4,1
remained in,2,4,2
lucre,1,2,3
was inhabited,2,1,1
took them,2,8,4
and their spears,3,2,1
small villages,2,1,2
for my,2,23,1
preservation,1,3,1
cross,1,23,14
transgressed,1,4,1
the covenant,2,44,1
the proud,2,5,2
place is,2,1,1
a to,2,1,1
pass and,2,4,1
need of,2,6,1
accept,1,2,1
which is in,3,41,1
after these,2,2,4
raised,1,28,11
they departed and,3,3,2
many brave,2,1,2
heart he,2,1,3
day before,2,1,1
followed them,2,1,1
prophet that,2,2,1
and the people,3,51,13
was to come,3,2,1
again and they,3,2,1
in the days that,4,1,1
come to pass that,4,48,1
which he had,3,48,3
with which they were,4,1,1
to and fro,3,6,2
will we do,3,1,2
great were,2,9,7
earth round,2,3,1
fighting against,2,1,1
fled from,2,9,4
scene,1,8,1
another and wist not what,5,1,1
my heart,2,35,1
throughout,1,58,17
scent,1,3,1
were taken by,3,1,2
children but,2,2,1
that he should suffer death,5,1,1
stopped,1,1,1
flee from,2,10,2
come into,2,25,1
how long shall,3,1,1
said unto them ye,4,2,1
and these were,3,6,1
was near,2,12,1
were many,2,61,5
there were many slain,4,1,1
of eden,2,5,1
scatter the,2,3,1
among all nations,3,8,1
work and,2,9,9
lord god of hosts,4,5,2
declare,1,76,1
was after,2,3,1
thousands who,2,4,1
go forth with,3,3,1
they found,2,11,5
those of the,3,5,6
will give unto,3,14,1
therefore the,2,36,4
chief city,2,1,9
once,1,22,2
him battle,2,1,1
they came up to,4,1,1
a man whose name was,5,6,4
to pass that there was,5,13,1
ye would not,3,6,1
pitched their tents in the,5,1,1
the second year of the,5,1,1
as well,2,22,3
went forth,2,83,3
of the sun and,4,2,1
their joy,2,6,1
remained in the,3,2,2
now it was in the,5,2,1
earth to receive,3,1,1
these sons,2,1,1
number of prisoners,3,1,1
his eyes,2,7,1
were disappointed in their,4,1,1
the house,2,130,1
like unto the,3,25,8
day when,2,26,7
of all their,3,9,1
countenance and,2,1,1
weapons of,2,50,17
and the length,3,1,4
mingled,1,1,1
delivered them from,3,1,1
it may be said,4,1,1
lord and he,3,13,1
with boldness,2,7,1
for we,2,30,2
ones,1,22,2
destroy the,2,44,7
with whom,2,2,2
it came to pass the,5,1,3
there was none to,4,2,1
time on,2,1,1
a monster,2,1,1
the king but,3,1,1
she had been,3,1,1
shall not be,3,31,3
time of,2,28,3
began to fortify,3,1,2
the came upon,3,2,1
commanded them,2,28,3
the water of,3,1,1
prophets among the,3,1,1
battle against,2,29,6
the heat,2,3,4
fallen upon,2,2,1
samuel a,2,2,1
a snare,2,4,2
for ye,2,48,1
heard of,2,10,5
it not in,3,1,1
they had also,3,2,1
unto the city,3,1,1
do to you,3,1,1
as it was,3,10,1
upon the,2,391,136
the north and in the,5,3,1
ark of noah,3,1,1
that a great,3,1,1
place to,2,8,1
when the servants of,4,2,5
that life,2,2,1
between,1,33,14
for the benefit of the,5,1,1
teeth,1,3,2
a council,2,3,1
the head,2,36,2
a valiant,2,1,13
dreadful,1,4,22
and twice,2,1,1
who were gathered,3,1,1
it not for,3,15,1
lead,1,38,7
as those,2,2,2
will stand,2,1,1
obliged to,2,7,3
the burning,2,1,5
shall be thy,3,2,1
point and,2,1,1
the king fled,3,1,4
shall be the,3,16,2
a ruler over this people,5,1,1
about by the,3,8,1
as were,2,19,3
rising of the,3,1,3
they pitched,2,8,4
was known,2,1,2
the beginning of the,4,3,1
rulers,1,7,2
their armies,2,23,2
them ye shall,3,3,1
the that,2,39,1
even down,2,15,1
nevertheless in the,3,1,4
was permitted to,3,1,1
a nation,2,1,1
men who were called,4,1,1
out upon,2,8,3
water edge,2,1,2
he spake unto his,4,3,1
but there were,3,9,1
did the people,3,4,2
and jacob,2,6,3
time to,2,25,5
slain on both,3,3,1
before the servants,3,1,1
weak,1,12,3
the fourteenth,2,4,1
to pass when,3,11,5
may be likened,3,2,2
the and their,3,6,1
and he put,3,1,2
that when found,3,1,1
had become a,3,1,2
fine linen,2,3,1
hemmed in,2,1,3
it was not,3,15,1
have not,2,66,2
ye shall know,3,13,1
they brought,2,11,4
dust of the earth,4,6,1
be called the children of,5,3,1
third day of the seventh,5,1,1
was coming,2,1,1
there are but,3,1,1
thus did the,3,4,2
transgressions of,2,3,2
to the slaughter,3,2,1
like a valiant man,4,1,1
fine linen and,3,2,1
of the lord fell,4,1,1
now in the,3,5,2
thou and,2,9,2
whether it was,3,1,1
thousands of them,3,5,1
there are,2,43,2
and take away,3,3,1
the they,2,13,1
that one,2,9,9
was not the,3,1,1
and it shall not,4,1,1
of the earth were,4,1,1
only,1,78,13
them off,2,10,1
those who were and,4,1,1
in secret,2,8,3
left,1,72,17
the earth was,3,3,3
fifth,1,27,10
eleven,1,1,2
up in the,3,39,4
where is,2,3,2
for they shall be called,5,1,1
and three hundred,3,1,1
saw this they,3,5,1
to his own house,4,5,2
the girdle of,3,5,1
were coming upon them,4,1,1
week,1,3,2
the river in the,4,2,2
not to come,3,1,1
city of,2,131,12
fifty,1,24,5
war and the,3,1,2
men towards,2,1,1
weep,1,5,6
were slain and their,4,1,1
his son,2,40,1
would,1,612,22
to come down,3,5,1
were deceived,2,1,2
thirty and,2,31,10
partook of,2,2,1
thunder and,2,4,3
solid,1,2,2
them to flee,3,3,2
where he,2,2,7
was noised abroad,3,2,1
he answered and said,4,2,2
many thousands of,3,7,1
of his men and,4,1,1
say unto,2,324,2
his heart and he,4,1,1
as though,2,17,3
they might go,3,4,1
carried about,2,1,2
vessel in,2,1,2
their might to,3,2,1
might assist,2,2,1
others,1,36,6
encircled,1,20,1
then shall ye receive the,5,1,1
his memory,2,1,2
them were called,3,1,1
even like,2,8,1
gathered together for,3,1,1
of plunder,2,1,1
the strength of his,4,2,2
little way,2,4,1
the eye of,3,1,2
others to,2,2,1
on the other side,4,2,4
forth to battle against the,5,1,3
the young,2,3,7
partook of the,3,2,1
weapons of war and the,5,1,1
and that there,3,5,1
them to destroy them,4,2,1
together for,2,1,2
murmured,1,4,1
fortify the,2,5,1
answered and,2,7,3
example,1,8,1
midst of the,3,7,4
satan and,2,1,1
west side of the,4,1,1
that he who is,4,1,1
of their own brethren,4,1,1
the manner,2,51,1
take the advantage of,4,1,1
of their,2,665,61
bondage,1,73,7
them and they became,4,1,1
those places,2,1,1
spake unto them saying,4,7,1
they might be,3,22,5
fourth day of the,4,1,6
of the land and,4,41,1
went down into,3,7,1
swords,1,42,10
arrive in,2,2,1
well,1,44,23
together in,2,19,2
the conflict,2,1,1
had gotten,2,2,2
on the first,3,1,5
which the sons,3,1,1
of many years,3,9,2
sound of,2,1,11
even out,2,2,1
spoil,1,7,6
go in,2,6,2
they were compelled to,4,2,3
went,1,199,76
and three of,3,1,1
distant,1,4,5
shall be humbled and the,5,2,1
heard the words,3,4,1
rains,1,1,1
against them but,3,2,2
sent a,2,14,4
on every,2,8,1
for the benefit of,4,2,3
sword but,2,2,1
again they,2,6,1
had commanded,2,16,1
their wrath,2,1,1
the time shall,3,7,1
heart and,2,33,2
put their,2,5,2
crossed the waters of,4,1,1
said unto him,3,107,5
said unto his,3,16,1
but who,2,2,1
murder the,2,2,1
morning of,2,2,8
fierce,1,13,4
and given them,3,1,1
thirty and ninth,3,3,1
with his whole army,4,1,1
of freedom and,3,1,3
that she,2,9,2
their souls for,3,1,1
this did they,3,1,1
the prosperity of,3,2,1
wept,1,4,3
is good even,3,1,1
north and in,3,4,1
were able,2,3,2
repented not of,3,6,1
their voices to,3,2,1
shining,1,1,1
army at the,3,1,1
them and they fled,4,2,1
his own camp,3,1,2
that he fell,3,2,2
his own name,3,1,1
inasmuch as the,3,1,2
matter,1,20,6
but i have,3,6,1
saw the men of,4,1,1
loved,1,10,5
noise,1,7,27
city in,2,3,1
piece of,2,1,1
first to,2,2,1
and isaac,2,3,2
pitched,1,15,10
and it was like unto,5,1,2
less,1,8,3
lest,1,75,8
the same day,3,1,8
heard these words,3,17,1
called the city,3,2,1
the point,2,2,3
throw,1,2,1
were,1,2018,524
and partake,2,12,1
again that,2,11,1
and no man,3,2,1
translated,1,7,1
them by the,3,14,2
and join,2,3,2
now when the servants of,5,2,1
sight of,2,17,4
the sword,2,85,5
and whose,2,4,2
they kept,2,2,2
to go to the,4,1,2
will we do unto,4,1,1
upon them,2,143,26
go on,2,4,1
built after,2,2,1
and they pitched,3,3,3
the noise of the,4,1,6
situation,1,3,1
my soul,2,65,1
law,1,183,5
lay,1,87,5
were softened,2,1,1
down with,2,16,1
together at,2,6,1
with the loss of,4,3,1
us and in,3,1,1
those who were called,4,3,2
so that they fell,4,1,1
for a man,3,1,1
set them,2,4,2
of these,2,72,12
city for,2,5,1
to hide,2,7,1
little children and,3,3,1
pitched their tents and,4,4,1
to join,2,4,2
piercing,1,1,1
with his band,3,1,4
stirring up the,3,1,2
when the heard,3,1,1
that glorious,2,1,1
be led,2,20,2
when the men of,4,2,6
pray,1,74,1
employed,1,1,3
ye who,2,4,1
wound,1,3,1
west,1,42,12
be let,2,2,2
the west side of,4,1,1
a small,2,23,4
had made a,3,2,1
go against the city of,5,2,2
their chief captains,3,8,1
west for,2,1,1
jewels,1,2,1
say unto them,3,6,1
thus in this,3,2,1
was an,2,12,7
gathered themselves together in,4,2,1
him the,2,33,4
in the darkness of,4,1,1
known among the,3,2,3
by the of,3,2,2
spared,1,19,3
after it had,3,1,1
demanded,1,1,6
was at,2,1,3
was as,2,9,20
lives of the,3,3,2
is it not,3,3,1
that when the,3,39,5
the first,2,65,24
lead you,2,1,1
the sake of,3,6,1
led,1,107,17
are weary,2,3,1
on the day of,4,1,16
conquer the,2,2,1
and high,2,4,1
fell to the earth,4,16,3
let,1,125,36
war at,2,2,1
a man who had,4,2,1
where is the,3,2,1
spake unto them,3,18,2
walls of stone,3,1,1
the earth shall,3,21,3
go to,2,36,3
shall hear,2,5,1
prey,1,13,9
surely,1,49,3
doth the,2,6,2
the and he was,4,2,1
them before the,3,5,1
shall they,2,34,1
and twenty,2,6,1
and in the thirty and,5,1,1
together to,2,24,1
are they,2,55,9
them and drove them,4,1,2
the wisdom,2,9,4
as the world,3,1,1
now the number,3,6,3
homes,1,5,4
take the advantage,3,1,1
given up unto,3,1,1
extended to all,3,1,1
the right hand of,4,7,1
good for,2,9,1
were grieved,2,2,1
them when,2,6,1
now it was,3,12,7
the service of,3,6,1
full,1,60,2
hundred sixty,2,1,1
forth a,2,4,6
and cunning,2,1,1
lie,1,26,7
and thirty,2,5,1
and he was a,4,11,4
i am not,3,5,1
clay,1,3,1
go against the city,4,2,2
and weapons of war yea,5,1,1
in the same year that,5,2,3
witchcraft,1,1,3
his hand,2,42,3
and he said,3,71,2
was he,2,5,4
war in,2,3,3
be remembered,2,3,1
and they refused,3,1,1
the captives of the,4,2,2
the roaring,2,1,6
shall live in,3,1,1
his men round about,4,1,1
and was the,3,17,1
be spared,2,2,2
upon them even,3,1,1
many hundred years,3,3,1
the spirit of the,4,45,1
to yield,2,2,1
clay and,2,1,1
their own,2,75,23
shall know,2,36,1
season,1,20,2
equal in,2,1,1
were none of the,4,1,1
ravenous,1,2,1
filled with the,3,17,1
as though he,3,4,1
washed,1,7,1
me and,2,129,2
silver that,2,1,1
shall live to,3,1,1
and after they were,4,3,1
but it came to pass,5,23,8
is prepared to,3,1,1
their spears,2,2,1
heard and,2,21,1
was it,2,7,1
and with their,3,4,3
afar,1,1,5
the language of,3,17,3
whom the,2,22,5
of the friends,3,1,1
the shore of,3,2,1
than a thousand,3,2,7
left the,2,4,4
was in,2,66,8
three,1,86,38
space of two,3,9,2
lamb and,2,11,1
power was,2,1,1
things and,2,50,3
drove them back,3,3,4
were sent from,3,1,1
were those,2,6,2
fifteenth year of,3,2,3
end for,2,2,1
light of the,3,7,2
name was,2,42,49
fury,1,9,4
he go,2,1,1
was taken by,3,4,3
be done,2,29,3
and that he should,4,2,1
god and to,3,12,1
the presence of,3,35,1
the windows,2,1,1
threw,1,3,2
some of the,3,3,9
names shall,2,1,1
up unto,2,58,1
the arms,2,9,5
the army,2,39,80
of god which saith,4,1,1
no hope,2,2,2
forty years,2,1,3
low,1,10,1
angels,1,55,1
his children,2,17,1
west of,2,7,1
were prepared to meet the,5,1,1
the pride of the,4,2,1
great to,2,2,1
other and,2,5,1
tumble,1,7,1
the cry of,3,4,1
bowels of,2,4,1
there to,2,1,1
the arts,2,2,2
war of,2,4,16
world from,2,2,1
was no,2,45,6
done,1,206,12
twenty and sixth,3,7,1
he is,2,66,5
and they sought to,4,3,1
after this,2,40,14
for him,2,14,10
but this,2,15,2
for his,2,28,14
sore battle,2,4,4
the benefit of,3,3,3
slain of the,3,3,1
as men,2,1,1
launched,1,1,1
second year,2,16,2
began in,2,2,1
offered,1,1,7
beyond measure,2,3,7
safety of,2,6,1
being smitten,2,1,1
of the lord and he,5,10,1
to come out against,4,3,1
great sea which the,4,1,1
villages,1,6,7
fiftieth,1,2,1
of their arms,3,3,1
were surrounded by the,4,4,1
the forest and,3,1,2
of your fathers,3,8,2
was on,2,9,4
by the waters,3,4,1
came they,2,5,2
ye shall,2,322,6
in need,2,11,1
but they,2,58,19
the king had made,4,1,1
merry,1,5,1
in force,2,2,1
they assembled,2,1,1
was of,2,5,3
they not,2,33,7
the second month in,4,1,1
his proclamation,2,1,1
her wings,2,3,1
gave them,2,10,6
thousand five,2,3,2
for the fear,3,7,1
them neither,2,7,1
and who were,3,6,1
dead of,2,6,4
law of,2,50,3
after them and,3,1,1
it was like,3,1,2
of the people had,4,2,1
were committed,2,1,1
second day,2,1,5
in times,2,7,6
from the,2,421,118
and there was,3,40,3
pass that there,3,37,1
importance,1,2,1
and in the days of,5,5,1
their glory,2,1,1
fled and the,3,2,1
of freedom,2,7,7
earth were,2,1,1
fiery,1,5,6
came to the place,4,1,1
written in the books of,5,1,1
neither doth,2,3,1
drew his,2,4,1
among the children of,4,32,1
iron and,2,12,5
the winds,2,7,4
end of,2,81,8
record,1,134,2
of these men,3,1,1
face of the land,4,70,1
women and,2,35,9
their husbands and their,4,2,1
mind,1,32,2
man who was,3,8,1
was to,2,11,4
lest he,2,10,1
the learning and,3,1,1
pass that the army of,5,2,1
which these,2,2,1
he raised,2,1,1
same time,2,2,6
the time,2,154,5
taken out,2,4,1
age and,2,7,1
forth and,2,98,2
and his followers,3,1,1
rocks were,2,1,1
to yield up,3,1,1
was so,2,9,17
war to,2,3,2
infirmities,1,5,2
not forsake,2,1,1
in him and,3,8,1
doth,1,128,2
bind,1,15,2
are great,2,4,1
gathered themselves together in the,5,1,1
in the thirty and seventh,5,1,1
the remnants,2,2,1
the place was,3,1,4
moon and,2,1,1
and for the,3,5,2
our fathers,2,72,1
cast away and,3,1,1
ninety and four,3,1,1
that the people of,4,27,5
comely,1,2,1
strength of,2,28,8
a few of the,4,4,1
and if the lord,4,2,1
be slain for the lord,5,1,1
sent to their,3,1,1
garden of eden,3,5,1
month,1,15,103
blood for,2,6,1
four hundred,2,8,7
not that they were,4,1,1
dove,1,2,1
pass that while the,4,1,1
ready to,2,3,7
way of,2,34,1
one and the,3,2,3
more dreadful,2,1,1
were as the,3,1,2
swallowed up,2,15,1
battle but,2,4,3
blessed,1,139,5
shall be called,3,14,1
among the nations of the,5,1,1
could the,2,1,2
field,1,14,5
which the angel,3,2,1
the thirty and seventh,4,3,1
in order,2,3,1
he to,2,19,1
seven of the,3,1,3
he brought,2,5,2
these words his,3,2,1
even when,2,3,1
day that the,3,12,4
these sons of,3,1,1
title,1,4,1
the people throughout,3,1,2
were gathered together,3,15,1
name of the,3,29,24
him and he,3,21,3
them to destroy,3,2,1
neither could the,3,1,2
down,1,394,44
end to,2,11,1
remembered,1,20,4
and wounded,2,2,28
ye might,2,25,1
in sackcloth and ashes,4,1,1
the enemy,2,4,8
name shall,2,12,7
go forth,2,90,14
they cast out,3,2,1
the and many,3,1,1
they driven,2,1,1
called and,2,20,5
signed,1,1,7
which their,2,5,1
bound up,2,1,2
retreat towards the,3,1,1
way to,2,9,1
children and,2,35,2
wilderness,1,254,13
and a ruler,3,5,1
had spoken unto,3,11,1
of his sins,3,7,1
of liberty,2,15,16
all men shall be,4,2,1
the twenty and,3,36,6
men by,2,2,1
glory was,2,1,1
people sent,2,1,2
plains,1,9,4
that the light,3,1,1
men for,2,13,1
of curious workmanship,3,3,4
sense,1,5,1
was the pride,3,1,1
go forth from,3,2,3
towards the city,3,4,2
for the purpose of,4,6,1
children of israel,3,8,5
that moved,2,1,4
were found,2,4,3
them not,2,25,10
the land were,3,3,1
mad,1,2,2
be done unto,3,5,1
even now,2,2,1
